GlobalId,ChangeType,OldReference,NewReference
"#31275=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlPF',#18,'GridCube:Small Unit:1662890',$,'GridCube:Small Unit',#31274,#31271,'1662890',$)",Deleted,,
"#67674=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiTP',#18,'GridCube:Small Unit:1666748',$,'GridCube:Small Unit',#67673,#67670,'1666748',$)",Deleted,,
"#22717=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlNA',#18,'GridCube:Small Unit:1661999',$,'GridCube:Small Unit',#22716,#22713,'1661999',$)",Deleted,,
"#14335=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl4p',#18,'GridCube:Small Unit:1661142',$,'GridCube:Small Unit',#14334,#14331,'1661142',$)",Deleted,,
"#74032=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HjY_',#18,'GridCube:Small Unit:1667419',$,'GridCube:Small Unit',#74031,#74028,'1667419',$)",Deleted,,
"#37941=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hik7',#18,'GridCube:Small Unit:1663586',$,'GridCube:Small Unit',#37940,#37937,'1663586',$)",Deleted,,
"#3709=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlr6',#18,'GridCube:Small Unit:1660067',$,'GridCube:Small Unit',#3708,#3705,'1660067',$)",Deleted,,
"#70732=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hjdd',#18,'GridCube:Small Unit:1667074',$,'GridCube:Small Unit',#70731,#70728,'1667074',$)",Deleted,,
"#58764=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiCS',#18,'GridCube:Small Unit:1665785',$,'GridCube:Small Unit',#58763,#58760,'1665785',$)",Deleted,,
"#68389=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiRr',#18,'GridCube:Small Unit:1666832',$,'GridCube:Small Unit',#68388,#68385,'1666832',$)",Deleted,,
"#31253=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlPD',#18,'GridCube:Small Unit:1662888',$,'GridCube:Small Unit',#31252,#31249,'1662888',$)",Deleted,,
"#56058=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi05',#18,'GridCube:Small Unit:1665504',$,'GridCube:Small Unit',#56057,#56054,'1665504',$)",Deleted,,
"#73339=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HjZt',#18,'GridCube:Small Unit:1667346',$,'GridCube:Small Unit',#73338,#73335,'1667346',$)",Deleted,,
"#52505=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi6E',#18,'GridCube:Small Unit:1665131',$,'GridCube:Small Unit',#52504,#52501,'1665131',$)",Deleted,,
"#26457=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlHA',#18,'GridCube:Small Unit:1662383',$,'GridCube:Small Unit',#26456,#26453,'1662383',$)",Deleted,,
"#51658=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi7f',#18,'GridCube:Small Unit:1665036',$,'GridCube:Small Unit',#51657,#51654,'1665036',$)",Deleted,,
"#68972=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiQi',#18,'GridCube:Small Unit:1666889',$,'GridCube:Small Unit',#68971,#68968,'1666889',$)",Deleted,,
"#8868=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlzM',#18,'GridCube:Small Unit:1660595',$,'GridCube:Small Unit',#8867,#8864,'1660595',$)",Deleted,,
"#31440=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlPO',#18,'GridCube:Small Unit:1662909',$,'GridCube:Small Unit',#31439,#31436,'1662909',$)",Deleted,,
"#58148=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiDP',#18,'GridCube:Small Unit:1665724',$,'GridCube:Small Unit',#58147,#58144,'1665724',$)",Deleted,,
"#22629=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlN2',#18,'GridCube:Small Unit:1661991',$,'GridCube:Small Unit',#22628,#22625,'1661991',$)",Deleted,,
"#11332=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlv2',#18,'GridCube:Small Unit:1660839',$,'GridCube:Small Unit',#11331,#11328,'1660839',$)",Deleted,,
"#12641=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl7B',#18,'GridCube:Small Unit:1660974',$,'GridCube:Small Unit',#12640,#12637,'1660974',$)",Deleted,,
"#58478=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiCx',#18,'GridCube:Small Unit:1665758',$,'GridCube:Small Unit',#58477,#58474,'1665758',$)",Deleted,,
"#15963=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl2Q',#18,'GridCube:Small Unit:1661311',$,'GridCube:Small Unit',#15962,#15959,'1661311',$)",Deleted,,
"#10606=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlw4',#18,'GridCube:Small Unit:1660769',$,'GridCube:Small Unit',#10605,#10602,'1660769',$)",Deleted,,
"#31748=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlOv',#18,'GridCube:Small Unit:1662940',$,'GridCube:Small Unit',#31747,#31744,'1662940',$)",Deleted,,
"#59930=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiAS',#18,'GridCube:Small Unit:1665913',$,'GridCube:Small Unit',#59929,#59926,'1665913',$)",Deleted,,
"#32111=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HidX',#18,'GridCube:Small Unit:1662980',$,'GridCube:Small Unit',#32110,#32107,'1662980',$)",Deleted,,
"#39030=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hii$',#18,'GridCube:Small Unit:1663706',$,'GridCube:Small Unit',#39029,#39026,'1663706',$)",Deleted,,
"#41450=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiep',#18,'GridCube:Small Unit:1663958',$,'GridCube:Small Unit',#41449,#41446,'1663958',$)",Deleted,,
"#14962=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl3t',#18,'GridCube:Small Unit:1661202',$,'GridCube:Small Unit',#14961,#14958,'1661202',$)",Deleted,,
"#16623=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl0a',#18,'GridCube:Small Unit:1661377',$,'GridCube:Small Unit',#16622,#16619,'1661377',$)",Deleted,,
"#11266=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlv4',#18,'GridCube:Small Unit:1660833',$,'GridCube:Small Unit',#11265,#11262,'1660833',$)",Deleted,,
"#48479=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiyX',#18,'GridCube:Small Unit:1664708',$,'GridCube:Small Unit',#48478,#48475,'1664708',$)",Deleted,,
"#66112=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiVt',#18,'GridCube:Small Unit:1666578',$,'GridCube:Small Unit',#66111,#66108,'1666578',$)",Deleted,,
"#1212=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlf5',#18,'GridCube:Small Unit:1659808',$,'GridCube:Small Unit',#1211,#1208,'1659808',$)",Deleted,,
"#34311=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiaC',#18,'GridCube:Small Unit:1663209',$,'GridCube:Small Unit',#34310,#34307,'1663209',$)",Deleted,,
"#54925=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi2B',#18,'GridCube:Small Unit:1665390',$,'GridCube:Small Unit',#54924,#54921,'1665390',$)",Deleted,,
"#48952=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiyT',#18,'GridCube:Small Unit:1664760',$,'GridCube:Small Unit',#48951,#48948,'1664760',$)",Deleted,,
"#25291=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlJS',#18,'GridCube:Small Unit:1662265',$,'GridCube:Small Unit',#25290,#25287,'1662265',$)",Deleted,,
"#70589=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiOG',#18,'GridCube:Small Unit:1667061',$,'GridCube:Small Unit',#70588,#70585,'1667061',$)",Deleted,,
"#937=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlfa',#18,'GridCube:Small Unit:1659777',$,'GridCube:Small Unit',#936,#933,'1659777',$)",Deleted,,
"#45762=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hin6',#18,'GridCube:Small Unit:1664419',$,'GridCube:Small Unit',#45761,#45758,'1664419',$)",Deleted,,
"#74142=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HjY0',#18,'GridCube:Small Unit:1667429',$,'GridCube:Small Unit',#74141,#74138,'1667429',$)",Deleted,,
"#50184=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiwK',#18,'GridCube:Small Unit:1664881',$,'GridCube:Small Unit',#50183,#50180,'1664881',$)",Deleted,,
"#54177=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi3w',#18,'GridCube:Small Unit:1665311',$,'GridCube:Small Unit',#54176,#54173,'1665311',$)",Deleted,,
"#16909=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl0x',#18,'GridCube:Small Unit:1661406',$,'GridCube:Small Unit',#16908,#16905,'1661406',$)",Deleted,,
"#69170=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiQ5',#18,'GridCube:Small Unit:1666912',$,'GridCube:Small Unit',#69169,#69166,'1666912',$)",Deleted,,
"#10309=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlwc',#18,'GridCube:Small Unit:1660739',$,'GridCube:Small Unit',#10308,#10305,'1660739',$)",Deleted,,
"#36885=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiWH',#18,'GridCube:Small Unit:1663476',$,'GridCube:Small Unit',#36884,#36881,'1663476',$)",Deleted,,
"#29603=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlSG',#18,'GridCube:Small Unit:1662709',$,'GridCube:Small Unit',#29602,#29599,'1662709',$)",Deleted,,
"#6173=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlnw',#18,'GridCube:Small Unit:1660319',$,'GridCube:Small Unit',#6172,#6169,'1660319',$)",Deleted,,
"#24037=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlLP',#18,'GridCube:Small Unit:1662140',$,'GridCube:Small Unit',#24036,#24033,'1662140',$)",Deleted,,
"#40625=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hifd',#18,'GridCube:Small Unit:1663874',$,'GridCube:Small Unit',#40624,#40621,'1663874',$)",Deleted,,
"#11321=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlv3',#18,'GridCube:Small Unit:1660838',$,'GridCube:Small Unit',#11320,#11317,'1660838',$)",Deleted,,
"#11475=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlvI',#18,'GridCube:Small Unit:1660855',$,'GridCube:Small Unit',#11474,#11471,'1660855',$)",Deleted,,
"#7284=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl$n',#18,'GridCube:Small Unit:1660436',$,'GridCube:Small Unit',#7283,#7280,'1660436',$)",Deleted,,
"#1421=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlfH',#18,'GridCube:Small Unit:1659828',$,'GridCube:Small Unit',#1420,#1417,'1659828',$)",Deleted,,
"#70094=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiOd',#18,'GridCube:Small Unit:1667010',$,'GridCube:Small Unit',#70093,#70090,'1667010',$)",Deleted,,
"#58016=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiDL',#18,'GridCube:Small Unit:1665712',$,'GridCube:Small Unit',#58015,#58012,'1665712',$)",Deleted,,
"#63890=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiJ3',#18,'GridCube:Small Unit:1666342',$,'GridCube:Small Unit',#63889,#63886,'1666342',$)",Deleted,,
"#48886=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiyK',#18,'GridCube:Small Unit:1664753',$,'GridCube:Small Unit',#48885,#48882,'1664753',$)",Deleted,,
"#69764=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiP6',#18,'GridCube:Small Unit:1666979',$,'GridCube:Small Unit',#69763,#69760,'1666979',$)",Deleted,,
"#64748=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiHd',#18,'GridCube:Small Unit:1666434',$,'GridCube:Small Unit',#64747,#64744,'1666434',$)",Deleted,,
"#16051=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl1Y',#18,'GridCube:Small Unit:1661319',$,'GridCube:Small Unit',#16050,#16047,'1661319',$)",Deleted,,
"#18284=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlEC',#18,'GridCube:Small Unit:1661545',$,'GridCube:Small Unit',#18283,#18280,'1661545',$)",Deleted,,
"#38953=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiit',#18,'GridCube:Small Unit:1663698',$,'GridCube:Small Unit',#38952,#38949,'1663698',$)",Deleted,,
"#45212=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HioC',#18,'GridCube:Small Unit:1664361',$,'GridCube:Small Unit',#45211,#45208,'1664361',$)",Deleted,,
"#64319=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiIs',#18,'GridCube:Small Unit:1666387',$,'GridCube:Small Unit',#64318,#64315,'1666387',$)",Deleted,,
"#40240=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Higo',#18,'GridCube:Small Unit:1663831',$,'GridCube:Small Unit',#40239,#40236,'1663831',$)",Deleted,,
"#69302=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiQB',#18,'GridCube:Small Unit:1666926',$,'GridCube:Small Unit',#69301,#69298,'1666926',$)",Deleted,,
"#49282=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hixo',#18,'GridCube:Small Unit:1664791',$,'GridCube:Small Unit',#49281,#49278,'1664791',$)",Deleted,,
"#65298=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiHO',#18,'GridCube:Small Unit:1666493',$,'GridCube:Small Unit',#65297,#65294,'1666493',$)",Deleted,,
"#8857=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlzN',#18,'GridCube:Small Unit:1660594',$,'GridCube:Small Unit',#8856,#8853,'1660594',$)",Deleted,,
"#64781=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiHZ',#18,'GridCube:Small Unit:1666438',$,'GridCube:Small Unit',#64780,#64777,'1666438',$)",Deleted,,
"#3940=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlrO',#18,'GridCube:Small Unit:1660093',$,'GridCube:Small Unit',#3939,#3936,'1660093',$)",Deleted,,
"#52692=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi6R',#18,'GridCube:Small Unit:1665150',$,'GridCube:Small Unit',#52691,#52688,'1665150',$)",Deleted,,
"#41318=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiel',#18,'GridCube:Small Unit:1663946',$,'GridCube:Small Unit',#41317,#41314,'1663946',$)",Deleted,,
"#45685=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hin_',#18,'GridCube:Small Unit:1664411',$,'GridCube:Small Unit',#45684,#45681,'1664411',$)",Deleted,,
"#51768=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi7$',#18,'GridCube:Small Unit:1665050',$,'GridCube:Small Unit',#51767,#51764,'1665050',$)",Deleted,,
"#30923=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlPc',#18,'GridCube:Small Unit:1662851',$,'GridCube:Small Unit',#30922,#30919,'1662851',$)",Deleted,,
"#67355=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiTu',#18,'GridCube:Small Unit:1666717',$,'GridCube:Small Unit',#67354,#67351,'1666717',$)",Deleted,,
"#50844=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HivT',#18,'GridCube:Small Unit:1664952',$,'GridCube:Small Unit',#50843,#50840,'1664952',$)",Deleted,,
"#4204=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlq$',#18,'GridCube:Small Unit:1660122',$,'GridCube:Small Unit',#4203,#4200,'1660122',$)",Deleted,,
"#42099=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hitx',#18,'GridCube:Small Unit:1664030',$,'GridCube:Small Unit',#42098,#42095,'1664030',$)",Deleted,,
"#29636=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlSV',#18,'GridCube:Small Unit:1662714',$,'GridCube:Small Unit',#29635,#29632,'1662714',$)",Deleted,,
"#23586=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlLe',#18,'GridCube:Small Unit:1662093',$,'GridCube:Small Unit',#23585,#23582,'1662093',$)",Deleted,,
"#37281=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hilu',#18,'GridCube:Small Unit:1663517',$,'GridCube:Small Unit',#37280,#37277,'1663517',$)",Deleted,,
"#21408=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl9C',#18,'GridCube:Small Unit:1661865',$,'GridCube:Small Unit',#21407,#21404,'1661865',$)",Deleted,,
"#68103=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiS8',#18,'GridCube:Small Unit:1666797',$,'GridCube:Small Unit',#68102,#68099,'1666797',$)",Deleted,,
"#53319=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi4b',#18,'GridCube:Small Unit:1665216',$,'GridCube:Small Unit',#53318,#53315,'1665216',$)",Deleted,,
"#16414=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl18',#18,'GridCube:Small Unit:1661357',$,'GridCube:Small Unit',#16413,#16410,'1661357',$)",Deleted,,
"#36412=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiWX',#18,'GridCube:Small Unit:1663428',$,'GridCube:Small Unit',#36411,#36408,'1663428',$)",Deleted,,
"#21287=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl9v',#18,'GridCube:Small Unit:1661852',$,'GridCube:Small Unit',#21286,#21283,'1661852',$)",Deleted,,
"#54078=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi3n',#18,'GridCube:Small Unit:1665300',$,'GridCube:Small Unit',#54077,#54074,'1665300',$)",Deleted,,
"#49799=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiwj',#18,'GridCube:Small Unit:1664840',$,'GridCube:Small Unit',#49798,#49795,'1664840',$)",Deleted,,
"#1410=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlfM',#18,'GridCube:Small Unit:1659827',$,'GridCube:Small Unit',#1409,#1406,'1659827',$)",Deleted,,
"#14709=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl4S',#18,'GridCube:Small Unit:1661177',$,'GridCube:Small Unit',#14708,#14705,'1661177',$)",Deleted,,
"#22970=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlMg',#18,'GridCube:Small Unit:1662031',$,'GridCube:Small Unit',#22969,#22966,'1662031',$)",Deleted,,
"#56949=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiEb',#18,'GridCube:Small Unit:1665600',$,'GridCube:Small Unit',#56948,#56945,'1665600',$)",Deleted,,
"#20209=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlB9',#18,'GridCube:Small Unit:1661740',$,'GridCube:Small Unit',#20208,#20205,'1661740',$)",Deleted,,
"#69181=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiQ4',#18,'GridCube:Small Unit:1666913',$,'GridCube:Small Unit',#69180,#69177,'1666913',$)",Deleted,,
"#47621=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi_A',#18,'GridCube:Small Unit:1664623',$,'GridCube:Small Unit',#47620,#47617,'1664623',$)",Deleted,,
"#58577=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiCD',#18,'GridCube:Small Unit:1665768',$,'GridCube:Small Unit',#58576,#58573,'1665768',$)",Deleted,,
"#31506=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlOW',#18,'GridCube:Small Unit:1662917',$,'GridCube:Small Unit',#31505,#31502,'1662917',$)",Deleted,,
"#21298=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl9u',#18,'GridCube:Small Unit:1661853',$,'GridCube:Small Unit',#21297,#21294,'1661853',$)",Deleted,,
"#70743=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hjdc',#18,'GridCube:Small Unit:1667075',$,'GridCube:Small Unit',#70742,#70739,'1667075',$)",Deleted,,
"#60788=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi8_',#18,'GridCube:Small Unit:1666011',$,'GridCube:Small Unit',#60787,#60784,'1666011',$)",Deleted,,
"#1630=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlel',#18,'GridCube:Small Unit:1659850',$,'GridCube:Small Unit',#1629,#1626,'1659850',$)",Deleted,,
"#41769=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HieI',#18,'GridCube:Small Unit:1663991',$,'GridCube:Small Unit',#41768,#41765,'1663991',$)",Deleted,,
"#39525=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hihk',#18,'GridCube:Small Unit:1663755',$,'GridCube:Small Unit',#39524,#39521,'1663755',$)",Deleted,,
"#34729=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiZp',#18,'GridCube:Small Unit:1663254',$,'GridCube:Small Unit',#34728,#34725,'1663254',$)",Deleted,,
"#32474=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HidE',#18,'GridCube:Small Unit:1663019',$,'GridCube:Small Unit',#32473,#32470,'1663019',$)",Deleted,,
"#6360=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlnN',#18,'GridCube:Small Unit:1660338',$,'GridCube:Small Unit',#6359,#6356,'1660338',$)",Deleted,,
"#66948=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiUN',#18,'GridCube:Small Unit:1666674',$,'GridCube:Small Unit',#66947,#66944,'1666674',$)",Deleted,,
"#70358=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiOx',#18,'GridCube:Small Unit:1667038',$,'GridCube:Small Unit',#70357,#70354,'1667038',$)",Deleted,,
"#72701=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hjat',#18,'GridCube:Small Unit:1667282',$,'GridCube:Small Unit',#72700,#72697,'1667282',$)",Deleted,,
"#62559=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiLy',#18,'GridCube:Small Unit:1666201',$,'GridCube:Small Unit',#62558,#62555,'1666201',$)",Deleted,,
"#50536=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hiv_',#18,'GridCube:Small Unit:1664923',$,'GridCube:Small Unit',#50535,#50532,'1664923',$)",Deleted,,
"#8934=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlzV',#18,'GridCube:Small Unit:1660602',$,'GridCube:Small Unit',#8933,#8930,'1660602',$)",Deleted,,
"#22695=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlN8',#18,'GridCube:Small Unit:1661997',$,'GridCube:Small Unit',#22694,#22691,'1661997',$)",Deleted,,
"#30956=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlPY',#18,'GridCube:Small Unit:1662855',$,'GridCube:Small Unit',#30955,#30952,'1662855',$)",Deleted,,
"#38282=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HijY',#18,'GridCube:Small Unit:1663623',$,'GridCube:Small Unit',#38281,#38278,'1663623',$)",Deleted,,
"#67454=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiT2',#18,'GridCube:Small Unit:1666727',$,'GridCube:Small Unit',#67453,#67450,'1666727',$)",Deleted,,
"#53858=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi4O',#18,'GridCube:Small Unit:1665277',$,'GridCube:Small Unit',#53857,#53854,'1665277',$)",Deleted,,
"#50998=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiuZ',#18,'GridCube:Small Unit:1664966',$,'GridCube:Small Unit',#50997,#50994,'1664966',$)",Deleted,,
"#4116=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hlqt',#18,'GridCube:Small Unit:1660114',$,'GridCube:Small Unit',#4115,#4112,'1660114',$)",Deleted,,
"#64440=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiIw',#18,'GridCube:Small Unit:1666399',$,'GridCube:Small Unit',#64439,#64436,'1666399',$)",Deleted,,
"#52340=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi6$',#18,'GridCube:Small Unit:1665114',$,'GridCube:Small Unit',#52339,#52336,'1665114',$)",Deleted,,
"#12278=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hl7l',#18,'GridCube:Small Unit:1660938',$,'GridCube:Small Unit',#12277,#12274,'1660938',$)",Deleted,,
"#58313=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiCe',#18,'GridCube:Small Unit:1665741',$,'GridCube:Small Unit',#58312,#58309,'1665741',$)",Deleted,,
"#32342=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hidu',#18,'GridCube:Small Unit:1663005',$,'GridCube:Small Unit',#32341,#32338,'1663005',$)",Deleted,,
"#67135=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiTW',#18,'GridCube:Small Unit:1666693',$,'GridCube:Small Unit',#67134,#67131,'1666693',$)",Deleted,,
"#70413=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiO1',#18,'GridCube:Small Unit:1667044',$,'GridCube:Small Unit',#70412,#70409,'1667044',$)",Deleted,,
"#32672=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HidR',#18,'GridCube:Small Unit:1663038',$,'GridCube:Small Unit',#32671,#32668,'1663038',$)",Deleted,,
"#47412=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi_z',#18,'GridCube:Small Unit:1664600',$,'GridCube:Small Unit',#47411,#47408,'1664600',$)",Deleted,,
"#57862=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HiD4',#18,'GridCube:Small Unit:1665697',$,'GridCube:Small Unit',#57861,#57858,'1665697',$)",Deleted,,
"#30329=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlQY',#18,'GridCube:Small Unit:1662791',$,'GridCube:Small Unit',#30328,#30325,'1662791',$)",Deleted,,
"#45399=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HioR',#18,'GridCube:Small Unit:1664382',$,'GridCube:Small Unit',#45398,#45395,'1664382',$)",Deleted,,
"#20759=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlA2',#18,'GridCube:Small Unit:1661799',$,'GridCube:Small Unit',#20758,#20755,'1661799',$)",Deleted,,
"#55387=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7Hi1v',#18,'GridCube:Small Unit:1665436',$,'GridCube:Small Unit',#55386,#55383,'1665436',$)",Deleted,,
"#30901=IfcBuildingElementProxy('1qLzryZ6D2xQvSXbu7HlPa',#18,'GridCube:Small Unit:1662849',$,'GridCube:Small Unit',#30900,#30897,'1662849',$)",Deleted,,
